sw,tier,Gender,Ethnicity,IEP,ELL,enrolled15,absences15,presences15,enrolled16,absences16,presences16
11,Elementary,Female,Hispanic,Yes,1,112,14,98,135,11,124
11,Elementary,Female,Other,No,0,1554,113,1441,2165,182,1983
11,Elementary,Female,Other,No,1,1119,53,1066,1415,103,1312
11,Elementary,Female,Other,Yes,0,260,17,243,360,42,318
11,Elementary,Female,Other,Yes,1,36,0,36,65,7,58
11,Elementary,Female,White,No,0,3276,217,3059,3874,339,3535
11,Elementary,Female,White,No,1,336,23,313,455,15,440
11,Elementary,Female,White,Yes,0,904,79,825,1020,99,921
11,Elementary,Female,White,Yes,1,20,0,20,20,0,20
11,Elementary,Male,Black,No,0,5985,372,5613,7264,500,6764
11,Elementary,Male,Black,No,1,880,44,836,1215,50,1165
11,Elementary,Male,Black,Yes,0,2543,206,2337,3216,263,2953
11,Elementary,Male,Black,Yes,1,124,4,120,135,9,126
11,Elementary,Male,Hispanic,No,0,988,62,926,1256,102,1154
11,Elementary,Male,Hispanic,No,1,320,19,301,407,30,377
11,Elementary,Male,Hispanic,Yes,0,360,36,324,500,54,446
11,Elementary,Male,Hispanic,Yes,1,144,14,130,150,28,122
11,Elementary,Male,Other,No,0,1392,116,1276,1943,162,1781
11,Elementary,Male,Other,No,1,1278,54,1224,1707,114,1593
11,Elementary,Male,Other,Yes,0,502,39,463,720,73,647
11,Elementary,Male,Other,Yes,1,84,7,77,95,11,84
11,Elementary,Male,White,No,0,2754,175,2579,3219,267,2952
11,Elementary,Male,White,No,1,375,23,352,541,38,503
11,Elementary,Male,White,Yes,0,1607,120,1487,1838,151,1687
11,Elementary,Male,White,Yes,1,40,4,36,55,2,53
11,High,Female,Black,No,0,3199,241,2958,4023,360,3663
11,High,Female,Black,No,1,478,21,457,789,24,765
11,High,Female,Black,Yes,0,687,63,624,850,89,761
11,High,Female,Black,Yes,1,53,2,51,70,2,68
11,High,Female,Hispanic,No,0,545,50,495,665,60,605
11,High,Female,Hispanic,No,1,316,30,286,453,74,379
11,High,Female,Hispanic,Yes,0,76,9,67,95,17,78
11,High,Female,Hispanic,Yes,1,80,8,72,90,12,78
11,High,Female,Other,No,0,328,38,290,395,33,362
11,High,Female,Other,No,1,775,47,728,979,91,888
11,High,Female,Other,Yes,0,52,2,50,55,4,51
11,High,Female,Other,Yes,1,20,3,17,27,1,26
11,High,Female,White,No,0,1523,145,1378,1859,151,1708
11,High,Female,White,No,1,174,11,163,225,12,213
11,High,Female,White,Yes,0,429,46,383,402,55,347
11,High,Male,Black,No,0,2893,212,2681,3221,229,2992
11,High,Male,Black,No,1,503,26,477,740,17,723
11,High,Male,Black,Yes,0,1164,108,1056,1390,179,1211
11,High,Male,Black,Yes,1,48,0,48,75,0,75
11,High,Male,Hispanic,No,0,363,32,331,395,31,364
11,High,Male,Hispanic,No,1,395,41,354,453,45,408
11,High,Male,Hispanic,Yes,0,111,22,89,140,19,121
11,High,Male,Hispanic,Yes,1,163,25,138,210,31,179
11,High,Male,Other,No,0,224,10,214,330,32,298
11,High,Male,Other,No,1,822,63,759,953,98,855
11,High,Male,Other,Yes,0,128,6,122,145,13,132
11,High,Male,Other,Yes,1,28,0,28,40,4,36
11,High,Male,White,No,0,1208,93,1115,1517,122,1395
11,High,Male,White,No,1,211,13,198,265,25,240
11,High,Male,White,Yes,0,500,53,447,547,64,483
11,High,Male,White,Yes,1,8,0,8,5,1,4
11,Middle,Female,Black,No,0,2034,50,1984,3215,98,3117
11,Middle,Female,Black,No,1,304,8,296,550,7,543
11,Middle,Female,Black,Yes,0,363,10,353,535,22,513
11,Middle,Female,Black,Yes,1,28,0,28,55,0,55
11,Middle,Female,Hispanic,No,0,328,14,314,504,25,479
11,Middle,Female,Hispanic,No,1,188,5,183,245,8,237
11,Middle,Female,Hispanic,Yes,0,44,2,42,90,6,84
11,Middle,Female,Hispanic,Yes,1,40,0,40,80,2,78
11,Middle,Female,Other,No,0,268,6,262,355,14,341
11,Middle,Female,Other,No,1,412,4,408,610,24,586
11,Middle,Female,Other,Yes,0,60,2,58,60,5,55
11,Middle,Female,Other,Yes,1,8,0,8,5,0,5
11,Middle,Female,White,No,0,1184,59,1125,1555,66,1489
11,Middle,Female,White,No,1,120,2,118,170,3,167
11,Middle,Female,White,Yes,0,233,13,220,340,19,321
11,Middle,Female,White,Yes,1,4,0,4,10,0,10
11,Middle,Male,Black,No,0,1800,38,1762,2909,64,2845
11,Middle,Male,Black,No,1,285,4,281,575,11,564
11,Middle,Male,Black,Yes,0,880,26,854,1263,55,1208
11,Middle,Male,Black,Yes,1,56,1,55,65,0,65
11,Middle,Male,Hispanic,No,0,239,5,234,482,22,460
11,Middle,Male,Hispanic,No,1,166,1,165,185,9,176
11,Middle,Male,Hispanic,Yes,0,160,5,155,205,9,196
11,Middle,Male,Hispanic,Yes,1,44,0,44,145,9,136
11,Middle,Male,Other,No,0,256,19,237,395,17,378
11,Middle,Male,Other,No,1,452,21,431,605,30,575
11,Middle,Male,Other,Yes,0,80,1,79,95,10,85
11,Middle,Male,Other,Yes,1,44,3,41,75,3,72
11,Middle,Male,White,No,0,1191,42,1149,1456,63,1393
11,Middle,Male,White,No,1,132,3,129,235,7,228
11,Middle,Male,White,Yes,0,492,24,468,802,52,750
11,Middle,Male,White,Yes,1,12,0,12,5,0,5
11,Other,Female,Black,No,0,1906,133,1773,2798,287,2511
11,Other,Female,Black,No,1,156,9,147,150,18,132
11,Other,Female,Black,Yes,0,252,40,212,414,54,360
11,Other,Female,Black,Yes,1,8,0,8,10,1,9
11,Other,Female,Hispanic,No,0,608,55,553,864,100,764
11,Other,Female,Hispanic,No,1,709,72,637,919,81,838
11,Other,Female,Hispanic,Yes,0,72,10,62,105,9,96
11,Other,Female,Hispanic,Yes,1,170,13,157,205,35,170
11,Other,Female,Other,No,0,253,19,234,420,28,392
11,Other,Female,Other,No,1,190,2,188,210,8,202
11,Other,Female,Other,Yes,0,36,0,36,50,5,45
11,Other,Female,Other,Yes,1,8,0,8,10,1,9
11,Other,Female,White,No,0,552,50,502,849,92,757
11,Other,Female,White,No,1,44,7,37,60,0,60
11,Other,Female,White,Yes,0,120,10,110,240,41,199
11,Other,Female,White,Yes,1,8,1,7,10,1,9
11,Other,Male,Black,No,0,1875,144,1731,2725,213,2512
11,Other,Male,Black,No,1,120,3,117,190,6,184
11,Other,Male,Black,Yes,0,694,40,654,936,125,811
11,Other,Male,Black,Yes,1,16,2,14,40,1,39
11,Other,Male,Hispanic,No,0,528,43,485,710,78,632
11,Other,Male,Hispanic,No,1,732,54,678,915,123,792
11,Other,Male,Hispanic,Yes,0,197,22,175,300,39,261
11,Other,Male,Hispanic,Yes,1,444,50,394,515,66,449
11,Other,Male,Other,No,0,196,14,182,400,24,376
11,Other,Male,Other,No,1,192,5,187,170,6,164
11,Other,Male,Other,Yes,0,104,4,100,145,13,132
11,Other,Male,Other,Yes,1,4,0,4,5,0,5
11,Other,Male,White,No,0,672,71,601,968,99,869
11,Other,Male,White,No,1,20,0,20,51,6,45
11,Other,Male,White,Yes,0,370,53,317,499,75,424
11,Other,Male,White,Yes,1,16,2,14,35,8,27
12,Elementary,Female,Black,No,0,8171,1287,6884,6279,951,5328
12,Elementary,Female,Black,No,1,1091,77,1014,1024,68,956
12,Elementary,Female,Black,Yes,0,1533,276,1257,1106,184,922
12,Elementary,Female,Black,Yes,1,50,0,50,28,1,27
12,Elementary,Female,Hispanic,No,0,1313,257,1056,1032,175,857
12,Elementary,Female,Hispanic,No,1,380,75,305,256,51,205
12,Elementary,Female,Hispanic,Yes,0,253,60,193,224,48,176
12,Elementary,Female,Hispanic,Yes,1,138,37,101,108,16,92
12,Elementary,Female,Other,No,0,1937,330,1607,1740,276,1464
12,Elementary,Female,Other,No,1,1405,108,1297,1137,62,1075
12,Elementary,Female,Other,Yes,0,325,61,264,288,49,239
12,Elementary,Female,Other,Yes,1,45,5,40,52,1,51
12,Elementary,Female,White,No,0,4099,550,3549,3110,438,2672
12,Elementary,Female,White,No,1,420,63,357,364,42,322
12,Elementary,Female,White,Yes,0,1125,168,957,816,134,682
12,Elementary,Female,White,Yes,1,25,0,25,16,1,15
12,Elementary,Male,Black,No,0,7503,1136,6367,5814,833,4981
12,Elementary,Male,Black,No,1,1101,94,1007,972,57,915
12,Elementary,Male,Black,Yes,0,3182,572,2610,2572,432,2140
12,Elementary,Male,Black,Yes,1,155,16,139,108,7,101
12,Elementary,Male,Hispanic,No,0,1235,222,1013,1007,163,844
12,Elementary,Male,Hispanic,No,1,400,73,327,328,59,269
12,Elementary,Male,Hispanic,Yes,0,450,83,367,400,91,309
12,Elementary,Male,Hispanic,Yes,1,180,35,145,123,32,91
12,Elementary,Male,Other,No,0,1745,270,1475,1554,263,1291
12,Elementary,Male,Other,No,1,1610,115,1495,1367,83,1284
12,Elementary,Male,Other,Yes,0,626,113,513,576,103,473
12,Elementary,Male,Other,Yes,1,105,10,95,76,8,68
12,Elementary,Male,White,No,0,3436,496,2940,2583,379,2204
12,Elementary,Male,White,No,1,480,72,408,438,70,368
12,Elementary,Male,White,Yes,0,2005,323,1682,1472,234,1238
12,Elementary,Male,White,Yes,1,50,8,42,44,6,38
12,High,Female,Black,No,0,3976,360,3616,3215,359,2856
12,High,Female,Black,No,1,593,34,559,632,20,612
12,High,Female,Black,Yes,0,850,101,749,677,74,603
12,High,Female,Black,Yes,1,69,2,67,56,4,52
12,High,Female,Hispanic,No,0,666,87,579,535,61,474
12,High,Female,Hispanic,No,1,393,76,317,361,72,289
12,High,Female,Hispanic,Yes,0,94,21,73,76,16,60
12,High,Female,Hispanic,Yes,1,98,10,88,72,13,59
12,High,Female,Other,No,0,406,65,341,319,28,291
12,High,Female,Other,No,1,955,61,894,783,57,726
12,High,Female,Other,Yes,0,64,10,54,44,7,37
12,High,Female,Other,Yes,1,25,7,18,23,1,22
12,High,Female,White,No,0,1895,168,1727,1487,137,1350
12,High,Female,White,No,1,206,12,194,180,11,169
12,High,Female,White,Yes,0,521,61,460,321,48,273
12,High,Male,Black,No,0,3568,312,3256,2561,237,2324
12,High,Male,Black,No,1,619,46,573,591,12,579
12,High,Male,Black,Yes,0,1439,167,1272,1108,156,952
12,High,Male,Black,Yes,1,59,0,59,60,0,60
12,High,Male,Hispanic,No,0,436,44,392,314,39,275
12,High,Male,Hispanic,No,1,500,69,431,362,44,318
12,High,Male,Hispanic,Yes,0,128,17,111,112,18,94
12,High,Male,Hispanic,Yes,1,196,36,160,168,19,149
12,High,Male,Other,No,0,280,24,256,260,19,241
12,High,Male,Other,No,1,1011,90,921,760,49,711
12,High,Male,Other,Yes,0,160,12,148,116,20,96
12,High,Male,Other,Yes,1,35,0,35,32,0,32
12,High,Male,White,No,0,1502,113,1389,1214,104,1110
12,High,Male,White,No,1,259,26,233,213,25,188
12,High,Male,White,Yes,0,625,91,534,431,53,378
12,High,Male,White,Yes,1,10,0,10,4,0,4
12,Middle,Female,Black,No,0,2538,124,2414,2575,159,2416
12,Middle,Female,Black,No,1,380,9,371,440,6,434
12,Middle,Female,Black,Yes,0,455,34,421,428,44,384
12,Middle,Female,Black,Yes,1,35,0,35,44,3,41
12,Middle,Female,Hispanic,No,0,410,31,379,404,19,385
12,Middle,Female,Hispanic,No,1,237,24,213,199,14,185
12,Middle,Female,Hispanic,Yes,0,55,4,51,72,10,62
12,Middle,Female,Hispanic,Yes,1,50,2,48,64,6,58
12,Middle,Female,Other,No,0,335,17,318,284,22,262
12,Middle,Female,Other,No,1,518,9,509,488,17,471
12,Middle,Female,Other,Yes,0,75,9,66,48,5,43
12,Middle,Female,Other,Yes,1,10,1,9,4,0,4
12,Middle,Female,White,No,0,1480,96,1384,1242,74,1168
12,Middle,Female,White,No,1,147,15,132,136,4,132
12,Middle,Female,White,Yes,0,290,22,268,272,17,255
12,Middle,Female,White,Yes,1,5,1,4,8,0,8
12,Middle,Male,Black,No,0,2244,105,2139,2328,118,2210
12,Middle,Male,Black,No,1,358,10,348,465,13,452
12,Middle,Male,Black,Yes,0,1099,72,1027,1013,73,940
12,Middle,Male,Black,Yes,1,70,4,66,52,1,51
12,Middle,Male,Hispanic,No,0,300,31,269,385,33,352
12,Middle,Male,Hispanic,No,1,213,14,199,150,12,138
12,Middle,Male,Hispanic,Yes,0,200,18,182,164,15,149
12,Middle,Male,Hispanic,Yes,1,57,4,53,116,20,96
12,Middle,Male,Other,No,0,318,40,278,316,25,291
12,Middle,Male,Other,No,1,565,21,544,480,10,470
12,Middle,Male,Other,Yes,0,100,6,94,76,10,66
12,Middle,Male,Other,Yes,1,55,8,47,60,3,57
12,Middle,Male,White,No,0,1478,106,1372,1160,72,1088
12,Middle,Male,White,No,1,165,9,156,188,7,181
12,Middle,Male,White,Yes,0,618,56,562,644,73,571
12,Middle,Male,White,Yes,1,15,0,15,4,0,4
12,Other,Female,Black,No,0,2421,316,2105,2242,254,1988
12,Other,Female,Black,No,1,195,12,183,120,13,107
12,Other,Female,Black,Yes,0,320,62,258,328,45,283
12,Other,Female,Black,Yes,1,10,1,9,8,1,7
12,Other,Female,Hispanic,No,0,766,150,616,694,129,565
12,Other,Female,Hispanic,No,1,892,187,705,739,138,601
12,Other,Female,Hispanic,Yes,0,91,17,74,80,14,66
12,Other,Female,Hispanic,Yes,1,222,39,183,164,36,128
12,Other,Female,Other,No,0,333,56,277,335,36,299
12,Other,Female,Other,No,1,245,9,236,168,4,164
12,Other,Female,Other,Yes,0,50,10,40,40,6,34
12,Other,Female,Other,Yes,1,10,0,10,8,0,8
12,Other,Female,White,No,0,700,103,597,683,69,614
12,Other,Female,White,No,1,55,7,48,48,3,45
12,Other,Female,White,Yes,0,154,18,136,189,29,160
12,Other,Female,White,Yes,1,10,2,8,8,6,2
12,Other,Male,Black,No,0,2397,320,2077,2213,237,1976
12,Other,Male,Black,No,1,150,6,144,155,7,148
12,Other,Male,Black,Yes,0,874,133,741,754,106,648
12,Other,Male,Black,Yes,1,25,9,16,32,3,29
12,Other,Male,Hispanic,No,0,665,130,535,581,98,483
12,Other,Male,Hispanic,No,1,915,174,741,737,132,605
12,Other,Male,Hispanic,Yes,0,254,55,199,240,51,189
12,Other,Male,Hispanic,Yes,1,553,113,440,409,93,316
12,Other,Male,Other,No,0,249,36,213,320,37,283
12,Other,Male,Other,No,1,240,5,235,140,1,139
12,Other,Male,Other,Yes,0,130,24,106,119,16,103
12,Other,Male,Other,Yes,1,5,0,5,4,0,4
12,Other,Male,White,No,0,840,105,735,777,74,703
12,Other,Male,White,No,1,26,0,26,44,10,34
12,Other,Male,White,Yes,0,451,81,370,405,73,332
12,Other,Male,White,Yes,1,20,3,17,28,3,25
13,Elementary,Female,Black,No,0,8169,692,7477,4718,382,4336
13,Elementary,Female,Black,No,1,1099,36,1063,776,31,745
13,Elementary,Female,Black,Yes,0,1535,153,1382,831,73,758
13,Elementary,Female,Black,Yes,1,50,3,47,21,1,20
13,Elementary,Female,Hispanic,No,0,1309,101,1208,771,90,681
13,Elementary,Female,Hispanic,No,1,376,38,338,192,19,173
13,Elementary,Female,Hispanic,Yes,0,250,37,213,168,19,149
13,Elementary,Female,Hispanic,Yes,1,135,17,118,81,10,71
13,Elementary,Female,Other,No,0,1941,208,1733,1306,114,1192
13,Elementary,Female,Other,No,1,1405,60,1345,855,37,818
13,Elementary,Female,Other,Yes,0,325,43,282,216,26,190
13,Elementary,Female,Other,Yes,1,45,1,44,39,1,38
13,Elementary,Female,White,No,0,4097,321,3776,2332,182,2150
13,Elementary,Female,White,No,1,420,34,386,273,17,256
13,Elementary,Female,White,Yes,0,1128,84,1044,609,64,545
13,Elementary,Female,White,Yes,1,25,0,25,12,1,11
13,Elementary,Male,Black,No,0,7507,542,6965,4359,325,4034
13,Elementary,Male,Black,No,1,1110,56,1054,731,40,691
13,Elementary,Male,Black,Yes,0,3180,341,2839,1925,175,1750
13,Elementary,Male,Black,Yes,1,155,5,150,81,8,73
13,Elementary,Male,Hispanic,No,0,1236,105,1131,754,82,672
13,Elementary,Male,Hispanic,No,1,395,33,362,243,28,215
13,Elementary,Male,Hispanic,Yes,0,446,67,379,300,40,260
13,Elementary,Male,Hispanic,Yes,1,180,26,154,93,15,78
13,Elementary,Male,Other,No,0,1750,165,1585,1164,106,1058
13,Elementary,Male,Other,No,1,1610,89,1521,1025,47,978
13,Elementary,Male,Other,Yes,0,625,72,553,432,39,393
13,Elementary,Male,Other,Yes,1,105,11,94,57,4,53
13,Elementary,Male,White,No,0,3435,285,3150,1929,173,1756
13,Elementary,Male,White,No,1,480,34,446,331,30,301
13,Elementary,Male,White,Yes,0,1997,182,1815,1104,109,995
13,Elementary,Male,White,Yes,1,50,4,46,33,4,29
13,High,Female,Black,No,0,3957,328,3629,2409,249,2160
13,High,Female,Black,No,1,595,27,568,472,15,457
13,High,Female,Black,Yes,0,853,92,761,503,72,431
13,High,Female,Black,Yes,1,70,2,68,42,4,38
13,High,Female,Hispanic,No,0,664,72,592,402,44,358
13,High,Female,Hispanic,No,1,390,67,323,274,38,236
13,High,Female,Hispanic,Yes,0,95,12,83,54,7,47
13,High,Female,Hispanic,Yes,1,95,7,88,54,5,49
13,High,Female,Other,No,0,405,53,352,242,27,215
13,High,Female,Other,No,1,960,56,904,595,36,559
13,High,Female,Other,Yes,0,60,2,58,33,3,30
13,High,Female,Other,Yes,1,25,2,23,20,1,19
13,High,Female,White,No,0,1895,169,1726,1118,102,1016
13,High,Female,White,No,1,205,9,196,132,8,124
13,High,Female,White,Yes,0,532,42,490,247,32,215
13,High,Male,Black,No,0,3546,275,3271,1921,135,1786
13,High,Male,Black,No,1,624,26,598,441,19,422
13,High,Male,Black,Yes,0,1426,137,1289,833,103,730
13,High,Male,Black,Yes,1,60,2,58,45,0,45
13,High,Male,Hispanic,No,0,440,46,394,235,25,210
13,High,Male,Hispanic,No,1,497,61,436,271,34,237
13,High,Male,Hispanic,Yes,0,130,14,116,84,16,68
13,High,Male,Hispanic,Yes,1,195,26,169,126,24,102
13,High,Male,Other,No,0,285,23,262,195,15,180
13,High,Male,Other,No,1,1012,71,941,568,30,538
13,High,Male,Other,Yes,0,160,19,141,87,12,75
13,High,Male,Other,Yes,1,35,0,35,21,0,21
13,High,Male,White,No,0,1503,99,1404,915,75,840
13,High,Male,White,No,1,259,17,242,162,18,144
13,High,Male,White,Yes,0,622,77,545,321,48,273
13,High,Male,White,Yes,1,10,0,10,3,0,3
13,Middle,Female,Black,No,0,2549,61,2488,1927,67,1860
13,Middle,Female,Black,No,1,380,10,370,330,1,329
13,Middle,Female,Black,Yes,0,463,18,445,321,21,300
13,Middle,Female,Black,Yes,1,35,1,34,33,0,33
13,Middle,Female,Hispanic,No,0,410,16,394,303,16,287
13,Middle,Female,Hispanic,No,1,236,13,223,150,6,144
13,Middle,Female,Hispanic,Yes,0,55,5,50,54,4,50
13,Middle,Female,Hispanic,Yes,1,50,2,48,48,3,45
13,Middle,Female,Other,No,0,336,8,328,213,7,206
13,Middle,Female,Other,No,1,520,10,510,366,7,359
13,Middle,Female,Other,Yes,0,73,4,69,36,3,33
13,Middle,Female,Other,Yes,1,10,0,10,3,0,3
13,Middle,Female,White,No,0,1477,77,1400,932,50,882
13,Middle,Female,White,No,1,145,2,143,102,0,102
13,Middle,Female,White,Yes,0,290,13,277,200,6,194
13,Middle,Female,White,Yes,1,5,0,5,6,1,5
13,Middle,Male,Black,No,0,2247,47,2200,1748,44,1704
13,Middle,Male,Black,No,1,360,4,356,351,7,344
13,Middle,Male,Black,Yes,0,1100,36,1064,759,48,711
13,Middle,Male,Black,Yes,1,70,3,67,39,0,39
13,Middle,Male,Hispanic,No,0,304,12,292,290,19,271
13,Middle,Male,Hispanic,No,1,209,2,207,114,5,109
13,Middle,Male,Hispanic,Yes,0,200,8,192,123,3,120
13,Middle,Male,Hispanic,Yes,1,60,4,56,87,8,79
13,Middle,Male,Other,No,0,319,18,301,240,7,233
13,Middle,Male,Other,No,1,565,14,551,357,8,349
13,Middle,Male,Other,Yes,0,100,2,98,57,9,48
13,Middle,Male,Other,Yes,1,55,2,53,45,1,44
13,Middle,Male,White,No,0,1473,73,1400,871,57,814
13,Middle,Male,White,No,1,165,4,161,141,3,138
13,Middle,Male,White,Yes,0,620,44,576,482,43,439
13,Middle,Male,White,Yes,1,15,1,14,3,0,3
13,Other,Female,Black,No,0,2426,194,2232,1685,188,1497
13,Other,Female,Black,No,1,187,8,179,90,7,83
13,Other,Female,Black,Yes,0,317,43,274,248,40,208
13,Other,Female,Black,Yes,1,10,0,10,6,0,6
13,Other,Female,Hispanic,No,0,761,99,662,527,73,454
13,Other,Female,Hispanic,No,1,895,119,776,556,83,473
13,Other,Female,Hispanic,Yes,0,95,14,81,60,2,58
13,Other,Female,Hispanic,Yes,1,225,22,203,123,24,99
13,Other,Female,Other,No,0,336,28,308,252,26,226
13,Other,Female,Other,No,1,230,3,227,126,5,121
13,Other,Female,Other,Yes,0,50,3,47,30,3,27
13,Other,Female,Other,Yes,1,10,0,10,6,0,6
13,Other,Female,White,No,0,702,70,632,512,74,438
13,Other,Female,White,No,1,55,5,50,36,0,36
13,Other,Female,White,Yes,0,155,12,143,141,28,113
13,Other,Female,White,Yes,1,10,1,9,6,2,4
13,Other,Male,Black,No,0,2377,230,2147,1665,157,1508
13,Other,Male,Black,No,1,149,8,141,117,12,105
13,Other,Male,Black,Yes,0,881,94,787,564,59,505
13,Other,Male,Black,Yes,1,29,11,18,25,1,24
13,Other,Male,Hispanic,No,0,673,74,599,434,54,380
13,Other,Male,Hispanic,No,1,927,105,822,552,73,479
13,Other,Male,Hispanic,Yes,0,261,41,220,180,32,148
13,Other,Male,Hispanic,Yes,1,552,65,487,306,49,257
13,Other,Male,Other,No,0,253,27,226,239,17,222
13,Other,Male,Other,No,1,225,8,217,105,1,104
13,Other,Male,Other,Yes,0,130,11,119,87,19,68
13,Other,Male,Other,Yes,1,4,0,4,3,1,2
13,Other,Male,White,No,0,843,85,758,584,66,518
13,Other,Male,White,No,1,30,0,30,31,7,24
13,Other,Male,White,Yes,0,454,57,397,306,44,262
13,Other,Male,White,Yes,1,20,5,15,21,5,16
14,Elementary,Female,Black,No,0,3269,260,3009,7850,643,7207
14,Elementary,Female,Black,No,1,447,24,423,1313,61,1252
14,Elementary,Female,Black,Yes,0,617,62,555,1394,112,1282
14,Elementary,Female,Black,Yes,1,20,2,18,35,0,35
14,Elementary,Female,Hispanic,No,0,522,40,482,1294,116,1178
14,Elementary,Female,Hispanic,No,1,148,13,135,320,28,292
14,Elementary,Female,Hispanic,Yes,0,100,16,84,281,38,243
14,Elementary,Female,Hispanic,Yes,1,54,8,46,135,12,123
14,Elementary,Female,Other,No,0,775,65,710,2177,197,1980
14,Elementary,Female,Other,No,1,560,23,537,1421,37,1384
14,Elementary,Female,Other,Yes,0,130,15,115,360,38,322
14,Elementary,Female,Other,Yes,1,18,1,17,65,4,61
14,Elementary,Female,White,No,0,1638,141,1497,3858,297,3561
14,Elementary,Female,White,No,1,168,13,155,455,19,436
14,Elementary,Female,White,Yes,0,450,35,415,1015,85,930
14,Elementary,Female,White,Yes,1,10,0,10,20,0,20
14,Elementary,Male,Black,No,0,2999,217,2782,7265,573,6692
14,Elementary,Male,Black,No,1,449,18,431,1227,65,1162
14,Elementary,Male,Black,Yes,0,1269,135,1134,3207,300,2907
14,Elementary,Male,Black,Yes,1,62,6,56,135,13,122
14,Elementary,Male,Hispanic,No,0,499,37,462,1258,116,1142
14,Elementary,Male,Hispanic,No,1,158,20,138,405,40,365
14,Elementary,Male,Hispanic,Yes,0,178,17,161,500,80,420
14,Elementary,Male,Hispanic,Yes,1,72,10,62,155,20,135
14,Elementary,Male,Other,No,0,699,64,635,1936,167,1769
14,Elementary,Male,Other,No,1,644,25,619,1708,57,1651
14,Elementary,Male,Other,Yes,0,250,21,229,720,53,667
14,Elementary,Male,Other,Yes,1,42,0,42,95,9,86
14,Elementary,Male,White,No,0,1372,102,1270,3204,270,2934
14,Elementary,Male,White,No,1,192,22,170,555,38,517
14,Elementary,Male,White,Yes,0,798,58,740,1841,174,1667
14,Elementary,Male,White,Yes,1,20,3,17,55,4,51
14,High,Female,Black,No,0,1577,147,1430,3999,378,3621
14,High,Female,Black,No,1,238,14,224,797,29,768
14,High,Female,Black,Yes,0,339,37,302,832,121,711
14,High,Female,Black,Yes,1,28,1,27,70,4,66
14,High,Female,Hispanic,No,0,264,23,241,662,73,589
14,High,Female,Hispanic,No,1,156,24,132,460,71,389
14,High,Female,Hispanic,Yes,0,38,6,32,90,13,77
14,High,Female,Hispanic,Yes,1,38,4,34,90,8,82
14,High,Female,Other,No,0,162,16,146,405,33,372
14,High,Female,Other,No,1,384,24,360,986,57,929
14,High,Female,Other,Yes,0,24,2,22,55,6,49
14,High,Female,Other,Yes,1,10,3,7,32,4,28
14,High,Female,White,No,0,759,80,679,1854,166,1688
14,High,Female,White,No,1,82,3,79,222,13,209
14,High,Female,White,Yes,0,211,30,181,408,53,355
14,High,Male,Black,No,0,1418,112,1306,3182,254,2928
14,High,Male,Black,No,1,250,12,238,735,20,715
14,High,Male,Black,Yes,0,570,61,509,1385,174,1211
14,High,Male,Black,Yes,1,24,0,24,75,1,74
14,High,Male,Hispanic,No,0,176,16,160,395,40,355
14,High,Male,Hispanic,No,1,196,22,174,448,42,406
14,High,Male,Hispanic,Yes,0,54,7,47,140,20,120
14,High,Male,Hispanic,Yes,1,78,11,67,210,38,172
14,High,Male,Other,No,0,113,1,112,325,20,305
14,High,Male,Other,No,1,400,35,365,938,50,888
14,High,Male,Other,Yes,0,62,9,53,136,15,121
14,High,Male,Other,Yes,1,14,0,14,35,2,33
14,High,Male,White,No,0,602,43,559,1520,106,1414
14,High,Male,White,No,1,102,8,94,270,25,245
14,High,Male,White,Yes,0,248,27,221,535,70,465
14,High,Male,White,Yes,1,4,0,4,5,0,5
14,Middle,Female,Black,No,0,1021,23,998,3200,65,3135
14,Middle,Female,Black,No,1,152,2,150,550,2,548
14,Middle,Female,Black,Yes,0,188,5,183,535,16,519
14,Middle,Female,Black,Yes,1,14,0,14,55,1,54
14,Middle,Female,Hispanic,No,0,164,5,159,505,16,489
14,Middle,Female,Hispanic,No,1,94,5,89,250,8,242
14,Middle,Female,Hispanic,Yes,0,22,2,20,90,12,78
14,Middle,Female,Hispanic,Yes,1,20,1,19,80,0,80
14,Middle,Female,Other,No,0,134,5,129,355,12,343
14,Middle,Female,Other,No,1,206,6,200,610,12,598
14,Middle,Female,Other,Yes,0,28,1,27,60,6,54
14,Middle,Female,Other,Yes,1,4,1,3,5,0,5
14,Middle,Female,White,No,0,587,19,568,1549,57,1492
14,Middle,Female,White,No,1,58,2,56,170,4,166
14,Middle,Female,White,Yes,0,114,5,109,333,13,320
14,Middle,Female,White,Yes,1,2,0,2,10,0,10
14,Middle,Male,Black,No,0,898,16,882,2908,69,2839
14,Middle,Male,Black,No,1,144,5,139,588,15,573
14,Middle,Male,Black,Yes,0,446,8,438,1265,74,1191
14,Middle,Male,Black,Yes,1,28,1,27,65,1,64
14,Middle,Male,Hispanic,No,0,122,3,119,479,13,466
14,Middle,Male,Hispanic,No,1,84,2,82,190,7,183
14,Middle,Male,Hispanic,Yes,0,79,3,76,205,6,199
14,Middle,Male,Hispanic,Yes,1,24,1,23,145,16,129
14,Middle,Male,Other,No,0,128,6,122,400,16,384
14,Middle,Male,Other,No,1,226,12,214,598,14,584
14,Middle,Male,Other,Yes,0,40,0,40,94,7,87
14,Middle,Male,Other,Yes,1,22,1,21,75,2,73
14,Middle,Male,White,No,0,588,35,553,1455,87,1368
14,Middle,Male,White,No,1,66,0,66,235,8,227
14,Middle,Male,White,Yes,0,250,14,236,795,65,730
