sw,tier,Gender,Ethnicity,IEP,ELL,enrolled15,absences15,presences15,enrolled16,absences16,presences16
32,Elementary,Female,White,Yes,0,1101,108,993,985,69,916
32,Elementary,Female,White,Yes,1,25,0,25,20,0,20
32,Elementary,Male,Black,No,0,7481,577,6904,7374,556,6818
32,Elementary,Male,Black,No,1,1145,54,1091,1337,65,1272
32,Elementary,Male,Black,Yes,0,3200,284,2916,3222,300,2922
32,Elementary,Male,Black,Yes,1,160,11,149,130,9,121
32,Elementary,Male,Hispanic,No,0,1233,121,1112,1245,107,1138
32,Elementary,Male,Hispanic,No,1,385,31,354,415,24,391
32,Elementary,Male,Hispanic,Yes,0,435,33,402,536,76,460
32,Elementary,Male,Hispanic,Yes,1,180,33,147,145,28,117
32,Elementary,Male,Other,No,0,1751,140,1611,1970,188,1782
32,Elementary,Male,Other,No,1,1670,72,1598,1690,68,1622
32,Elementary,Male,Other,Yes,0,610,47,563,710,55,655
32,Elementary,Male,Other,Yes,1,105,5,100,95,12,83
32,Elementary,Male,White,No,0,3442,256,3186,3184,249,2935
32,Elementary,Male,White,No,1,497,39,458,554,35,519
32,Elementary,Male,White,Yes,0,1985,181,1804,1875,151,1724
32,Elementary,Male,White,Yes,1,50,3,47,55,4,51
32,High,Female,Black,No,0,3819,307,3512,3738,345,3393
32,High,Female,Black,No,1,600,27,573,870,34,836
32,High,Female,Black,Yes,0,770,75,695,764,103,661
32,High,Female,Black,Yes,1,80,5,75,65,2,63
32,High,Female,Hispanic,No,0,630,50,580,619,77,542
32,High,Female,Hispanic,No,1,375,60,315,434,76,358
32,High,Female,Hispanic,Yes,0,95,10,85,70,12,58
32,High,Female,Hispanic,Yes,1,95,14,81,85,7,78
32,High,Female,Other,No,0,374,33,341,375,41,334
32,High,Female,Other,No,1,925,63,862,991,79,912
32,High,Female,Other,Yes,0,50,2,48,50,6,44
32,High,Female,Other,Yes,1,20,1,19,35,4,31
32,High,Female,White,No,0,1821,174,1647,1841,199,1642
32,High,Female,White,No,1,200,11,189,215,12,203
32,High,Female,White,Yes,0,499,44,455,422,58,364
32,High,Male,Black,No,0,3144,238,2906,2953,253,2700
32,High,Male,Black,No,1,625,17,608,755,19,736
32,High,Male,Black,Yes,0,1325,165,1160,1304,161,1143
32,High,Male,Black,Yes,1,60,4,56,85,7,78
32,High,Male,Hispanic,No,0,415,52,363,386,18,368
32,High,Male,Hispanic,No,1,421,59,362,390,38,352
32,High,Male,Hispanic,Yes,0,110,16,94,145,26,119
32,High,Male,Hispanic,Yes,1,170,30,140,190,30,160
32,High,Male,Other,No,0,263,21,242,310,19,291
32,High,Male,Other,No,1,945,62,883,931,71,860
32,High,Male,Other,Yes,0,145,18,127,125,10,115
32,High,Male,Other,Yes,1,35,1,34,35,2,33
32,High,Male,White,No,0,1451,125,1326,1467,98,1369
32,High,Male,White,No,1,270,25,245,260,26,234
32,High,Male,White,Yes,0,570,80,490,505,58,447
32,High,Male,White,Yes,1,5,1,4,5,0,5
32,Middle,Female,Black,No,0,2547,27,2520,3279,114,3165
32,Middle,Female,Black,No,1,393,10,383,610,4,606
32,Middle,Female,Black,Yes,0,468,15,453,550,22,528
32,Middle,Female,Black,Yes,1,40,0,40,50,0,50
32,Middle,Female,Hispanic,No,0,405,8,397,503,23,480
32,Middle,Female,Hispanic,No,1,240,8,232,270,11,259
32,Middle,Female,Hispanic,Yes,0,50,0,50,85,3,82
32,Middle,Female,Hispanic,Yes,1,47,1,46,80,2,78
32,Middle,Female,Other,No,0,318,8,310,360,12,348
32,Middle,Female,Other,No,1,515,4,511,617,20,597
32,Middle,Female,Other,Yes,0,70,0,70,60,16,44
32,Middle,Female,Other,Yes,1,10,1,9,5,1,4
32,Middle,Female,White,No,0,1435,25,1410,1526,77,1449
32,Middle,Female,White,No,1,150,1,149,190,12,178
32,Middle,Female,White,Yes,0,292,3,289,340,14,326
32,Middle,Female,White,Yes,1,5,0,5,10,0,10
32,Middle,Male,Black,No,0,2238,35,2203,2984,87,2897
32,Middle,Male,Black,No,1,355,4,351,631,4,627
32,Middle,Male,Black,Yes,0,1109,22,1087,1290,58,1232
32,Middle,Male,Black,Yes,1,70,2,68,65,3,62
32,Middle,Male,Hispanic,No,0,320,5,315,497,20,477
32,Middle,Male,Hispanic,No,1,205,3,202,175,8,167
32,Middle,Male,Hispanic,Yes,0,190,3,187,205,23,182
32,Middle,Male,Hispanic,Yes,1,60,1,59,141,6,135
32,Middle,Male,Other,No,0,336,10,326,395,15,380
32,Middle,Male,Other,No,1,580,2,578,610,12,598
32,Middle,Male,Other,Yes,0,100,7,93,84,6,78
32,Middle,Male,Other,Yes,1,55,0,55,75,2,73
32,Middle,Male,White,No,0,1462,23,1439,1400,65,1335
32,Middle,Male,White,No,1,175,4,171,235,8,227
32,Middle,Male,White,Yes,0,615,29,586,775,68,707
32,Middle,Male,White,Yes,1,15,0,15,5,0,5
32,Other,Female,Black,No,0,2503,234,2269,3025,386,2639
32,Other,Female,Black,No,1,185,9,176,180,28,152
32,Other,Female,Black,Yes,0,335,57,278,485,99,386
32,Other,Female,Black,Yes,1,15,0,15,10,0,10
32,Other,Female,Hispanic,No,0,754,94,660,874,99,775
32,Other,Female,Hispanic,No,1,930,127,803,945,109,836
32,Other,Female,Hispanic,Yes,0,80,11,69,125,11,114
32,Other,Female,Hispanic,Yes,1,225,24,201,200,25,175
32,Other,Female,Other,No,0,321,35,286,531,56,475
32,Other,Female,Other,No,1,259,12,247,215,6,209
32,Other,Female,Other,Yes,0,40,6,34,55,3,52
32,Other,Female,Other,Yes,1,10,0,10,10,0,10
32,Other,Female,White,No,0,630,71,559,874,113,761
32,Other,Female,White,No,1,55,2,53,80,9,71
32,Other,Female,White,Yes,0,165,11,154,225,41,184
32,Other,Female,White,Yes,1,10,2,8,10,4,6
32,Other,Male,Black,No,0,2549,243,2306,2924,363,2561
32,Other,Male,Black,No,1,165,7,158,245,16,229
32,Other,Male,Black,Yes,0,899,115,784,1014,150,864
32,Other,Male,Black,Yes,1,30,2,28,45,5,40
32,Other,Male,Hispanic,No,0,665,74,591,722,79,643
32,Other,Male,Hispanic,No,1,975,137,838,915,120,795
32,Other,Male,Hispanic,Yes,0,279,48,231,310,71,239
32,Other,Male,Hispanic,Yes,1,565,71,494,494,73,421
32,Other,Male,Other,No,0,249,29,220,435,35,400
32,Other,Male,Other,No,1,253,6,247,175,5,170
32,Other,Male,Other,Yes,0,143,21,122,160,24,136
32,Other,Male,Other,Yes,1,5,0,5,5,0,5
32,Other,Male,White,No,0,813,71,742,1024,108,916
32,Other,Male,White,No,1,35,7,28,60,9,51
32,Other,Male,White,Yes,0,437,41,396,487,72,415
32,Other,Male,White,Yes,1,20,4,16,35,7,28
33,Elementary,Female,Black,No,0,8145,580,7565,1556,158,1398
33,Elementary,Female,Black,No,1,1190,47,1143,295,10,285
33,Elementary,Female,Black,Yes,0,1520,112,1408,278,37,241
33,Elementary,Female,Black,Yes,1,50,1,49,7,0,7
33,Elementary,Female,Hispanic,No,0,1290,108,1182,254,38,216
33,Elementary,Female,Hispanic,No,1,353,34,319,65,18,47
33,Elementary,Female,Hispanic,Yes,0,252,17,235,55,10,45
33,Elementary,Female,Hispanic,Yes,1,140,16,124,26,5,21
33,Elementary,Female,Other,No,0,1915,169,1746,434,57,377
33,Elementary,Female,Other,No,1,1440,73,1367,287,13,274
33,Elementary,Female,Other,Yes,0,305,35,270,73,8,65
33,Elementary,Female,Other,Yes,1,45,2,43,14,2,12
33,Elementary,Female,White,No,0,4051,274,3777,756,73,683
33,Elementary,Female,White,No,1,450,29,421,93,6,87
33,Elementary,Female,White,Yes,0,1100,104,996,197,25,172
33,Elementary,Female,White,Yes,1,29,0,29,4,0,4
33,Elementary,Male,Black,No,0,7479,537,6942,1475,173,1302
33,Elementary,Male,Black,No,1,1144,47,1097,269,21,248
33,Elementary,Male,Black,Yes,0,3200,311,2889,644,93,551
33,Elementary,Male,Black,Yes,1,160,4,156,26,3,23
33,Elementary,Male,Hispanic,No,0,1230,105,1125,249,33,216
33,Elementary,Male,Hispanic,No,1,385,31,354,83,8,75
33,Elementary,Male,Hispanic,Yes,0,435,36,399,108,18,90
33,Elementary,Male,Hispanic,Yes,1,180,37,143,29,5,24
33,Elementary,Male,Other,No,0,1755,134,1621,394,47,347
33,Elementary,Male,Other,No,1,1670,68,1602,337,20,317
33,Elementary,Male,Other,Yes,0,610,47,563,142,18,124
33,Elementary,Male,Other,Yes,1,105,10,95,19,2,17
33,Elementary,Male,White,No,0,3438,240,3198,637,74,563
33,Elementary,Male,White,No,1,495,40,455,112,12,100
33,Elementary,Male,White,Yes,0,1985,174,1811,375,37,338
33,Elementary,Male,White,Yes,1,50,6,44,11,3,8
33,High,Female,Black,No,0,3818,289,3529,746,58,688
33,High,Female,Black,No,1,600,34,566,174,10,164
33,High,Female,Black,Yes,0,774,69,705,153,17,136
33,High,Female,Black,Yes,1,80,1,79,13,0,13
33,High,Female,Hispanic,No,0,624,59,565,124,14,110
33,High,Female,Hispanic,No,1,375,53,322,87,11,76
33,High,Female,Hispanic,Yes,0,95,9,86,14,2,12
33,High,Female,Hispanic,Yes,1,95,15,80,17,1,16
33,High,Female,Other,No,0,375,43,332,75,5,70
33,High,Female,Other,No,1,917,49,868,198,13,185
33,High,Female,Other,Yes,0,50,2,48,10,0,10
33,High,Female,Other,Yes,1,20,1,19,7,0,7
33,High,Female,White,No,0,1813,174,1639,368,37,331
33,High,Female,White,No,1,200,10,190,43,3,40
33,High,Female,White,Yes,0,500,53,447,83,8,75
33,High,Male,Black,No,0,3117,205,2912,588,35,553
33,High,Male,Black,No,1,625,12,613,151,2,149
33,High,Male,Black,Yes,0,1312,179,1133,259,20,239
33,High,Male,Black,Yes,1,60,1,59,17,1,16
33,High,Male,Hispanic,No,0,415,45,370,78,4,74
33,High,Male,Hispanic,No,1,416,50,366,78,4,74
33,High,Male,Hispanic,Yes,0,110,6,104,29,3,26
33,High,Male,Hispanic,Yes,1,170,27,143,38,4,34
33,High,Male,Other,No,0,265,25,240,62,3,59
33,High,Male,Other,No,1,946,71,875,186,10,176
33,High,Male,Other,Yes,0,145,17,128,25,1,24
33,High,Male,Other,Yes,1,35,1,34,7,0,7
33,High,Male,White,No,0,1449,117,1332,293,15,278
33,High,Male,White,No,1,270,29,241,52,2,50
33,High,Male,White,Yes,0,564,74,490,101,16,85
33,High,Male,White,Yes,1,5,0,5,1,0,1
33,Middle,Female,Black,No,0,2539,29,2510,656,18,638
33,Middle,Female,Black,No,1,395,4,391,122,1,121
33,Middle,Female,Black,Yes,0,465,14,451,110,3,107
33,Middle,Female,Black,Yes,1,40,0,40,10,0,10
33,Middle,Female,Hispanic,No,0,405,7,398,101,6,95
33,Middle,Female,Hispanic,No,1,245,6,239,54,2,52
33,Middle,Female,Hispanic,Yes,0,50,1,49,17,1,16
33,Middle,Female,Hispanic,Yes,1,45,0,45,16,5,11
33,Middle,Female,Other,No,0,311,14,297,72,6,66
33,Middle,Female,Other,No,1,516,6,510,123,5,118
33,Middle,Female,Other,Yes,0,70,5,65,12,3,9
33,Middle,Female,Other,Yes,1,10,1,9,1,0,1
33,Middle,Female,White,No,0,1440,28,1412,305,26,279
33,Middle,Female,White,No,1,150,2,148,38,3,35
33,Middle,Female,White,Yes,0,289,13,276,68,3,65
33,Middle,Female,White,Yes,1,5,0,5,2,1,1
33,Middle,Male,Black,No,0,2231,37,2194,595,14,581
33,Middle,Male,Black,No,1,355,6,349,126,3,123
33,Middle,Male,Black,Yes,0,1110,28,1082,257,15,242
33,Middle,Male,Black,Yes,1,70,2,68,13,0,13
33,Middle,Male,Hispanic,No,0,320,5,315,100,4,96
33,Middle,Male,Hispanic,No,1,205,3,202,35,6,29
33,Middle,Male,Hispanic,Yes,0,188,8,180,41,5,36
33,Middle,Male,Hispanic,Yes,1,60,1,59,29,4,25
33,Middle,Male,Other,No,0,340,16,324,79,6,73
33,Middle,Male,Other,No,1,580,2,578,122,3,119
33,Middle,Male,Other,Yes,0,100,3,97,17,1,16
33,Middle,Male,Other,Yes,1,55,0,55,15,0,15
33,Middle,Male,White,No,0,1464,36,1428,280,24,256
33,Middle,Male,White,No,1,175,2,173,47,0,47
33,Middle,Male,White,Yes,0,613,29,584,155,23,132
33,Middle,Male,White,Yes,1,15,0,15,1,0,1
33,Other,Female,Black,No,0,2491,214,2277,610,65,545
33,Other,Female,Black,No,1,180,9,171,36,4,32
33,Other,Female,Black,Yes,0,336,50,286,96,17,79
33,Other,Female,Black,Yes,1,15,0,15,2,1,1
33,Other,Female,Hispanic,No,0,747,92,655,175,28,147
33,Other,Female,Hispanic,No,1,932,150,782,189,29,160
33,Other,Female,Hispanic,Yes,0,80,14,66,25,2,23
33,Other,Female,Hispanic,Yes,1,222,21,201,40,3,37
33,Other,Female,Other,No,0,320,43,277,107,14,93
33,Other,Female,Other,No,1,262,12,250,43,0,43
33,Other,Female,Other,Yes,0,40,6,34,11,0,11
33,Other,Female,Other,Yes,1,10,0,10,2,0,2
33,Other,Female,White,No,0,633,72,561,175,15,160
33,Other,Female,White,No,1,55,2,53,16,2,14
33,Other,Female,White,Yes,0,165,13,152,45,8,37
33,Other,Female,White,Yes,1,10,0,10,2,0,2
33,Other,Male,Black,No,0,2562,233,2329,587,61,526
33,Other,Male,Black,No,1,165,14,151,49,3,46
33,Other,Male,Black,Yes,0,903,98,805,205,26,179
33,Other,Male,Black,Yes,1,30,7,23,9,1,8
33,Other,Male,Hispanic,No,0,652,60,592,144,16,128
33,Other,Male,Hispanic,No,1,973,122,851,183,34,149
33,Other,Male,Hispanic,Yes,0,280,50,230,62,17,45
33,Other,Male,Hispanic,Yes,1,569,71,498,98,11,87
33,Other,Male,Other,No,0,250,24,226,87,9,78
33,Other,Male,Other,No,1,251,8,243,35,0,35
33,Other,Male,Other,Yes,0,145,24,121,32,3,29
33,Other,Male,Other,Yes,1,5,3,2,1,0,1
33,Other,Male,White,No,0,816,58,758,206,17,189
33,Other,Male,White,No,1,35,7,28,12,2,10
33,Other,Male,White,Yes,0,441,52,389,99,8,91
33,Other,Male,White,Yes,1,20,7,13,7,2,5
34,Elementary,Female,Black,No,0,8158,656,7502,6221,492,5729
34,Elementary,Female,Black,No,1,1207,54,1153,1185,42,1143
34,Elementary,Female,Black,Yes,0,1520,130,1390,1113,94,1019
34,Elementary,Female,Black,Yes,1,50,1,49,28,0,28
34,Elementary,Female,Hispanic,No,0,1290,119,1171,1008,95,913
34,Elementary,Female,Hispanic,No,1,355,29,326,256,30,226
34,Elementary,Female,Hispanic,Yes,0,250,26,224,220,23,197
34,Elementary,Female,Hispanic,Yes,1,140,10,130,96,12,84
34,Elementary,Female,Other,No,0,1919,169,1750,1740,120,1620
34,Elementary,Female,Other,No,1,1444,52,1392,1148,46,1102
34,Elementary,Female,Other,Yes,0,305,32,273,292,32,260
34,Elementary,Female,Other,Yes,1,45,5,40,56,2,54
34,Elementary,Female,White,No,0,4058,293,3765,3028,193,2835
34,Elementary,Female,White,No,1,454,23,431,376,12,364
34,Elementary,Female,White,Yes,0,1100,105,995,788,56,732
34,Elementary,Female,White,Yes,1,30,0,30,16,0,16
34,Elementary,Male,Black,No,0,7487,517,6970,5904,419,5485
34,Elementary,Male,Black,No,1,1150,48,1102,1076,39,1037
34,Elementary,Male,Black,Yes,0,3197,300,2897,2568,223,2345
34,Elementary,Male,Black,Yes,1,155,4,151,104,9,95
34,Elementary,Male,Hispanic,No,0,1230,115,1115,996,87,909
34,Elementary,Male,Hispanic,No,1,389,35,354,328,22,306
34,Elementary,Male,Hispanic,Yes,0,435,39,396,432,64,368
34,Elementary,Male,Hispanic,Yes,1,180,33,147,116,18,98
34,Elementary,Male,Other,No,0,1757,132,1625,1577,135,1442
34,Elementary,Male,Other,No,1,1674,84,1590,1341,53,1288
34,Elementary,Male,Other,Yes,0,613,54,559,568,52,516
34,Elementary,Male,Other,Yes,1,105,14,91,76,9,67
34,Elementary,Male,White,No,0,3438,285,3153,2548,173,2375
34,Elementary,Male,White,No,1,507,40,467,448,31,417
34,Elementary,Male,White,Yes,0,1985,193,1792,1498,121,1377
34,Elementary,Male,White,Yes,1,50,6,44,44,0,44
34,High,Female,Black,No,0,3807,305,3502,2978,329,2649
34,High,Female,Black,No,1,600,29,571,696,28,668
34,High,Female,Black,Yes,0,775,68,707,606,76,530
34,High,Female,Black,Yes,1,80,6,74,52,1,51
34,High,Female,Hispanic,No,0,617,63,554,496,59,437
34,High,Female,Hispanic,No,1,372,58,314,348,91,257
34,High,Female,Hispanic,Yes,0,95,14,81,56,3,53
34,High,Female,Hispanic,Yes,1,95,10,85,68,6,62
34,High,Female,Other,No,0,375,41,334,300,25,275
34,High,Female,Other,No,1,915,40,875,791,50,741
34,High,Female,Other,Yes,0,50,2,48,40,6,34
34,High,Female,Other,Yes,1,20,2,18,28,3,25
34,High,Female,White,No,0,1815,184,1631,1472,146,1326
34,High,Female,White,No,1,200,11,189,171,8,163
34,High,Female,White,Yes,0,495,47,448,338,49,289
34,High,Male,Black,No,0,3109,227,2882,2347,203,2144
34,High,Male,Black,No,1,625,17,608,601,13,588
34,High,Male,Black,Yes,0,1308,163,1145,1037,135,902
34,High,Male,Black,Yes,1,60,2,58,68,5,63
34,High,Male,Hispanic,No,0,415,50,365,311,15,296
34,High,Male,Hispanic,No,1,415,39,376,312,25,287
34,High,Male,Hispanic,Yes,0,110,10,100,116,28,88
34,High,Male,Hispanic,Yes,1,170,32,138,152,24,128
34,High,Male,Other,No,0,265,24,241,252,12,240
34,High,Male,Other,No,1,950,65,885,743,51,692
34,High,Male,Other,Yes,0,145,17,128,100,4,96
34,High,Male,Other,Yes,1,35,1,34,28,4,24
34,High,Male,White,No,0,1449,90,1359,1167,87,1080
34,High,Male,White,No,1,270,24,246,207,28,179
34,High,Male,White,Yes,0,560,73,487,404,54,350
34,High,Male,White,Yes,1,5,1,4,4,0,4
34,Middle,Female,Black,No,0,2539,45,2494,2625,112,2513
34,Middle,Female,Black,No,1,397,2,395,492,7,485
34,Middle,Female,Black,Yes,0,471,16,455,440,22,418
34,Middle,Female,Black,Yes,1,40,1,39,40,1,39
34,Middle,Female,Hispanic,No,0,405,12,393,404,28,376
34,Middle,Female,Hispanic,No,1,249,5,244,212,10,202
34,Middle,Female,Hispanic,Yes,0,50,3,47,68,3,65
34,Middle,Female,Hispanic,Yes,1,45,0,45,64,8,56
34,Middle,Female,Other,No,0,310,12,298,288,15,273
34,Middle,Female,Other,No,1,520,4,516,492,10,482
34,Middle,Female,Other,Yes,0,70,1,69,48,13,35
34,Middle,Female,Other,Yes,1,10,0,10,4,0,4
34,Middle,Female,White,No,0,1443,29,1414,1218,59,1159
34,Middle,Female,White,No,1,150,1,149,152,6,146
34,Middle,Female,White,Yes,0,282,6,276,272,11,261
34,Middle,Female,White,Yes,1,5,0,5,4,0,4
34,Middle,Male,Black,No,0,2232,44,2188,2385,70,2315
34,Middle,Male,Black,No,1,358,3,355,507,9,498
34,Middle,Male,Black,Yes,0,1118,24,1094,1035,56,979
34,Middle,Male,Black,Yes,1,70,2,68,56,7,49
34,Middle,Male,Hispanic,No,0,321,7,314,400,15,385
34,Middle,Male,Hispanic,No,1,210,9,201,140,2,138
34,Middle,Male,Hispanic,Yes,0,185,4,181,164,18,146
34,Middle,Male,Hispanic,Yes,1,60,1,59,116,11,105
34,Middle,Male,Other,No,0,335,9,326,316,26,290
34,Middle,Male,Other,No,1,580,5,575,488,12,476
34,Middle,Male,Other,Yes,0,100,5,95,68,4,64
34,Middle,Male,Other,Yes,1,55,1,54,60,5,55
34,Middle,Male,White,No,0,1460,42,1418,1120,64,1056
34,Middle,Male,White,No,1,176,1,175,188,5,183
34,Middle,Male,White,Yes,0,605,17,588,626,54,572
34,Middle,Male,White,Yes,1,15,0,15,4,0,4
34,Other,Female,Black,No,0,2510,239,2271,2441,300,2141
34,Other,Female,Black,No,1,180,10,170,144,18,126
34,Other,Female,Black,Yes,0,344,64,280,388,74,314
34,Other,Female,Black,Yes,1,15,0,15,8,0,8
34,Other,Female,Hispanic,No,0,747,103,644,703,90,613
34,Other,Female,Hispanic,No,1,928,127,801,765,81,684
34,Other,Female,Hispanic,Yes,0,80,16,64,100,13,87
34,Other,Female,Hispanic,Yes,1,222,22,200,159,15,144
34,Other,Female,Other,No,0,320,43,277,422,39,383
34,Other,Female,Other,No,1,265,12,253,172,5,167
34,Other,Female,Other,Yes,0,40,5,35,44,5,39
34,Other,Female,Other,Yes,1,10,0,10,8,1,7
34,Other,Female,White,No,0,641,84,557,704,108,596
34,Other,Female,White,No,1,55,1,54,64,6,58
34,Other,Female,White,Yes,0,168,21,147,180,38,142
34,Other,Female,White,Yes,1,10,2,8,8,0,8
34,Other,Male,Black,No,0,2557,249,2308,2358,267,2091
34,Other,Male,Black,No,1,165,14,151,196,13,183
34,Other,Male,Black,Yes,0,905,118,787,819,119,700
34,Other,Male,Black,Yes,1,30,10,20,36,2,34
34,Other,Male,Hispanic,No,0,659,61,598,578,72,506
34,Other,Male,Hispanic,No,1,975,133,842,732,95,637
34,Other,Male,Hispanic,Yes,0,282,54,228,248,41,207
34,Other,Male,Hispanic,Yes,1,575,84,491,392,44,348
34,Other,Male,Other,No,0,257,22,235,348,22,326
34,Other,Male,Other,No,1,250,10,240,140,8,132
34,Other,Male,Other,Yes,0,143,29,114,128,15,113
34,Other,Male,Other,Yes,1,5,0,5,4,0,4
34,Other,Male,White,No,0,819,97,722,829,77,752
34,Other,Male,White,No,1,35,5,30,48,8,40
34,Other,Male,White,Yes,0,447,54,393,390,71,319
34,Other,Male,White,Yes,1,20,3,17,28,5,23
35,Elementary,Female,Black,No,0,8152,660,7492,7779,615,7164
35,Elementary,Female,Black,No,1,1203,70,1133,1490,71,1419
35,Elementary,Female,Black,Yes,0,1520,149,1371,1395,131,1264
35,Elementary,Female,Black,Yes,1,50,1,49,35,3,32
35,Elementary,Female,Hispanic,No,0,1289,107,1182,1260,122,1138
35,Elementary,Female,Hispanic,No,1,355,30,325,320,40,280
35,Elementary,Female,Hispanic,Yes,0,250,32,218,275,44,231
35,Elementary,Female,Hispanic,Yes,1,140,12,128,120,18,102
35,Elementary,Female,Other,No,0,1919,203,1716,2167,179,1988
35,Elementary,Female,Other,No,1,1445,68,1377,1435,60,1375
35,Elementary,Female,Other,Yes,0,305,25,280,365,31,334
35,Elementary,Female,Other,Yes,1,45,4,41,70,1,69
35,Elementary,Female,White,No,0,4057,290,3767,3789,262,3527
35,Elementary,Female,White,No,1,455,27,428,475,30,445
35,Elementary,Female,White,Yes,0,1100,86,1014,981,74,907
35,Elementary,Female,White,Yes,1,30,2,28,20,0,20
35,Elementary,Male,Black,No,0,7483,544,6939,7388,577,6811
35,Elementary,Male,Black,No,1,1146,55,1091,1343,50,1293
35,Elementary,Male,Black,Yes,0,3194,329,2865,3214,292,2922
35,Elementary,Male,Black,Yes,1,155,5,150,130,11,119
35,Elementary,Male,Hispanic,No,0,1230,127,1103,1247,100,1147
35,Elementary,Male,Hispanic,No,1,390,38,352,414,30,384
35,Elementary,Male,Hispanic,Yes,0,435,40,395,541,73,468
35,Elementary,Male,Hispanic,Yes,1,177,31,146,143,28,115
35,Elementary,Male,Other,No,0,1758,134,1624,1966,184,1782
35,Elementary,Male,Other,No,1,1676,86,1590,1679,56,1623
35,Elementary,Male,Other,Yes,0,620,42,578,710,55,655
35,Elementary,Male,Other,Yes,1,105,11,94,95,12,83
35,Elementary,Male,White,No,0,3429,261,3168,3181,226,2955
35,Elementary,Male,White,No,1,510,37,473,562,37,525
35,Elementary,Male,White,Yes,0,1983,167,1816,1877,161,1716
35,Elementary,Male,White,Yes,1,50,2,48,55,5,50
35,High,Female,Black,No,0,3796,370,3426,3718,418,3300
35,High,Female,Black,No,1,600,34,566,866,42,824
35,High,Female,Black,Yes,0,770,73,697,755,108,647
35,High,Female,Black,Yes,1,80,5,75,65,4,61
35,High,Female,Hispanic,No,0,618,68,550,621,89,532
35,High,Female,Hispanic,No,1,366,55,311,434,102,332
35,High,Female,Hispanic,Yes,0,95,7,88,70,8,62
35,High,Female,Hispanic,Yes,1,95,16,79,85,4,81
35,High,Female,Other,No,0,375,45,330,375,40,335
35,High,Female,Other,No,1,913,47,866,983,62,921
35,High,Female,Other,Yes,0,50,5,45,50,3,47
35,High,Female,Other,Yes,1,20,3,17,35,5,30
35,High,Female,White,No,0,1815,188,1627,1832,201,1631
35,High,Female,White,No,1,200,5,195,210,12,198
35,High,Female,White,Yes,0,490,50,440,422,56,366
35,High,Male,Black,No,0,3103,247,2856,2907,236,2671
35,High,Male,Black,No,1,628,28,600,748,28,720
35,High,Male,Black,Yes,0,1300,152,1148,1289,184,1105
35,High,Male,Black,Yes,1,60,6,54,85,9,76
35,High,Male,Hispanic,No,0,411,47,364,385,30,355
35,High,Male,Hispanic,No,1,415,38,377,390,27,363
35,High,Male,Hispanic,Yes,0,110,15,95,145,25,120
35,High,Male,Hispanic,Yes,1,168,28,140,185,27,158
35,High,Male,Other,No,0,265,21,244,315,23,292
35,High,Male,Other,No,1,943,63,880,917,60,857
35,High,Male,Other,Yes,0,145,8,137,125,11,114
35,High,Male,Other,Yes,1,35,0,35,35,3,32
35,High,Male,White,No,0,1450,125,1325,1455,120,1335
35,High,Male,White,No,1,270,31,239,252,31,221
35,High,Male,White,Yes,0,559,63,496,500,53,447
35,High,Male,White,Yes,1,5,1,4,5,0,5
35,Middle,Female,Black,No,0,2545,42,2503,3285,133,3152
35,Middle,Female,Black,No,1,400,8,392,619,8,611
35,Middle,Female,Black,Yes,0,475,15,460,550,44,506
35,Middle,Female,Black,Yes,1,40,0,40,50,0,50
35,Middle,Female,Hispanic,No,0,400,8,392,505,29,476
35,Middle,Female,Hispanic,No,1,248,11,237,265,10,255
35,Middle,Female,Hispanic,Yes,0,50,2,48,85,5,80
35,Middle,Female,Hispanic,Yes,1,45,2,43,80,11,69
35,Middle,Female,Other,No,0,310,5,305,360,17,343
35,Middle,Female,Other,No,1,520,7,513,614,8,606
35,Middle,Female,Other,Yes,0,70,4,66,60,16,44
35,Middle,Female,Other,Yes,1,10,1,9,5,0,5
35,Middle,Female,White,No,0,1443,41,1402,1528,84,1444
35,Middle,Female,White,No,1,150,2,148,190,11,179
35,Middle,Female,White,Yes,0,280,5,275,340,22,318
35,Middle,Female,White,Yes,1,5,0,5,5,0,5
35,Middle,Male,Black,No,0,2230,33,2197,2984,62,2922
35,Middle,Male,Black,No,1,360,1,359,637,6,631
35,Middle,Male,Black,Yes,0,1120,39,1081,1294,56,1238
35,Middle,Male,Black,Yes,1,70,1,69,70,2,68
35,Middle,Male,Hispanic,No,0,325,7,318,500,25,475
35,Middle,Male,Hispanic,No,1,210,2,208,178,2,176
35,Middle,Male,Hispanic,Yes,0,185,5,180,205,19,186
35,Middle,Male,Hispanic,Yes,1,60,3,57,145,11,134
35,Middle,Male,Other,No,0,335,11,324,395,38,357
35,Middle,Male,Other,No,1,580,9,571,610,16,594
35,Middle,Male,Other,Yes,0,100,4,96,85,7,78
35,Middle,Male,Other,Yes,1,55,3,52,75,7,68
35,Middle,Male,White,No,0,1455,42,1413,1403,63,1340
35,Middle,Male,White,No,1,180,5,175,235,6,229
35,Middle,Male,White,Yes,0,605,27,578,777,79,698
35,Middle,Male,White,Yes,1,15,0,15,5,0,5
35,Other,Female,Black,No,0,2528,266,2262,3069,445,2624
35,Other,Female,Black,No,1,180,7,173,180,25,155
35,Other,Female,Black,Yes,0,344,58,286,497,89,408
35,Other,Female,Black,Yes,1,15,0,15,10,0,10
35,Other,Female,Hispanic,No,0,751,103,648,871,113,758
35,Other,Female,Hispanic,No,1,929,131,798,965,129,836
